"name";"code";"installOrder";"description";"imagePath";"modules";"dependsOn";"sequence"
"Redmine invoicing";"redmine-invoicing";31;"Redmine invoicing configuration";"app-redmine-invoicing.png";"axelor-redmine-invoicing";"project,helpdesk";54
